pokedex,branch_code,original_name,name,type_1,type_2,ability_1,ability_2,ability_hidden,mega_evolution_flag,region_form,hp,attack,defense,sp_attack,sp_defense,speed,total
694,694_0,helioptile,helioptile,electric,normal,dry skin,sand veil,solar power,,,44,38,33,61,43,70,289
695,695_0,heliolisk,heliolisk,electric,normal,dry skin,sand veil,solar power,,,62,55,52,109,94,109,481
696,696_0,tyrunt,tyrunt,rock,dragon,strong jaw,,sturdy,,,58,89,77,45,45,48,362
697,697_0,tyrantrum,tyrantrum,rock,dragon,strong jaw,,rock head,,,82,121,119,69,59,71,521
698,698_0,amaura,amaura,rock,ice,refrigerate,,snow warning,,,77,59,50,67,63,46,362
699,699_0,aurorus,aurorus,rock,ice,refrigerate,,snow warning,,,123,77,72,99,92,58,521
700,700_0,sylveon,sylveon,fairy,,cute charm,,pixilate,,,95,65,65,110,130,60,525
701,701_0,hawlucha,hawlucha,fighting,flying,limber,unburden,mold breaker,,,78,92,75,74,63,118,500
702,702_0,dedenne,dedenne,electric,fairy,cheek pouch,pickup,plus,,,67,58,57,81,67,101,431
703,703_0,carbink,carbink,rock,fairy,clear body,,sturdy,,,50,50,150,50,150,50,500
704,704_0,goomy,goomy,dragon,,sap sipper,hydration,gooey,,,45,50,35,55,75,40,300
705,705_0,sliggoo,sliggoo,dragon,,sap sipper,hydration,gooey,,,68,75,53,83,113,60,452
705,705_1,sliggoo,hisuian sliggoo,steel,dragon,sap sipper,shell armor,gooey,,hisuian,58,75,83,83,113,40,452
706,706_0,goodra,goodra,dragon,,sap sipper,hydration,gooey,,,90,100,70,110,150,80,600
706,706_1,goodra,hisuian goodra,steel,dragon,sap sipper,shell armor,gooey,,hisuian,80,100,100,110,150,60,600
707,707_0,klefki,klefki,steel,fairy,prankster,,magician,,,57,80,91,80,87,75,470
708,708_0,phantump,phantump,ghost,grass,natural cure,frisk,harvest,,,43,70,48,50,60,38,309
709,709_0,trevenant,trevenant,ghost,grass,natural cure,frisk,harvest,,,85,110,76,65,82,56,474
710,710_0,pumpkaboo,pumpkaboo-small,ghost,grass,pickup,frisk,insomnia,,,49,66,70,44,55,51,335
710,710_1,pumpkaboo,pumpkaboo,ghost,grass,pickup,frisk,insomnia,,,44,66,70,44,55,56,335
710,710_2,pumpkaboo,pumpkaboo-large,ghost,grass,pickup,frisk,insomnia,,,54,66,70,44,55,46,335
710,710_3,pumpkaboo,pumpkaboo-super,ghost,grass,pickup,frisk,insomnia,,,59,66,70,44,55,41,335
711,711_0,gourgeist,gourgeist-small,ghost,grass,pickup,frisk,insomnia,,,65,90,122,58,75,84,494
711,711_1,gourgeist,gourgeist,ghost,grass,pickup,frisk,insomnia,,,55,85,122,58,75,99,494
711,711_2,gourgeist,gourgeist-large,ghost,grass,pickup,frisk,insomnia,,,75,95,122,58,75,69,494
711,711_3,gourgeist,gourgeist-super,ghost,grass,pickup,frisk,insomnia,,,85,100,122,58,75,54,494
712,712_0,bergmite,bergmite,ice,,own tempo,ice body,sturdy,,,55,69,85,32,35,28,304
713,713_0,avalugg,avalugg,ice,,own tempo,ice body,sturdy,,,95,117,184,44,46,28,514
713,713_1,avalugg,hisuian avalugg,ice,rock,strong jaw,ice body,sturdy,,hisuian,95,127,184,34,36,38,514
714,714_0,noibat,noibat,flying,dragon,frisk,infiltrator,telepathy,,,40,30,35,45,40,55,245
715,715_0,noivern,noivern,flying,dragon,frisk,infiltrator,telepathy,,,85,70,80,97,80,123,535
716,716_0,xerneas,xerneas,fairy,,fairy aura,,,,,126,131,95,131,98,99,680
717,717_0,yveltal,yveltal,dark,flying,dark aura,,,,,126,131,95,131,98,99,680
718,718_0,zygarde,zygarde,dragon,ground,aura break,,,,,108,100,121,81,95,95,600
718,718_1,zygarde,zygarde-10,dragon,ground,aura break,,,,,54,100,71,61,85,115,486
718,718_2,zygarde,zygarde-complete,dragon,ground,power construct,,,,,216,100,121,91,95,85,708
719,719_0,diancie,diancie,rock,fairy,clear body,,,,,50,100,150,100,150,50,600
719,719_1,diancie,diancie-mega,rock,fairy,magic bounce,,,mega,,50,160,110,160,110,110,700
720,720_0,hoopa,hoopa,psychic,ghost,magician,,,,,80,110,60,150,130,70,600
720,720_1,hoopa,hoopa-unbound,psychic,dark,magician,,,,,80,160,60,170,130,80,680
721,721_0,volcanion,volcanion,fire,water,water absorb,,,,,80,110,120,130,90,70,600
722,722_0,rowlet,rowlet,grass,flying,overgrow,,long reach,,,68,55,55,50,50,42,320
723,723_0,dartrix,dartrix,grass,flying,overgrow,,long reach,,,78,75,75,70,70,52,420
724,724_0,decidueye,decidueye,grass,ghost,overgrow,,long reach,,,78,107,75,100,100,70,530
724,724_1,decidueye,hisuian decidueye,grass,fighting,overgrow,,scrappy,,hisuian,88,112,80,95,95,60,530
725,725_0,litten,litten,fire,,blaze,,intimidate,,,45,65,40,60,40,70,320
726,726_0,torracat,torracat,fire,,blaze,,intimidate,,,65,85,50,80,50,90,420
727,727_0,incineroar,incineroar,fire,dark,blaze,,intimidate,,,95,115,90,80,90,60,530
728,728_0,popplio,popplio,water,,torrent,,liquid voice,,,50,54,54,66,56,40,320
729,729_0,brionne,brionne,water,,torrent,,liquid voice,,,60,69,69,91,81,50,420
730,730_0,primarina,primarina,water,fairy,torrent,,liquid voice,,,80,74,74,126,116,60,530
731,731_0,pikipek,pikipek,normal,flying,keen eye,skill link,pickup,,,35,75,30,30,30,65,265
732,732_0,trumbeak,trumbeak,normal,flying,keen eye,skill link,pickup,,,55,85,50,40,50,75,355
733,733_0,toucannon,toucannon,normal,flying,keen eye,skill link,sheer force,,,80,120,75,75,75,60,485
734,734_0,yungoos,yungoos,normal,,stakeout,strong jaw,adaptability,,,48,70,30,30,30,45,253
735,735_0,gumshoos,gumshoos,normal,,stakeout,strong jaw,adaptability,,,88,110,60,55,60,45,418
736,736_0,grubbin,grubbin,bug,,swarm,,,,,47,62,45,55,45,46,300
737,737_0,charjabug,charjabug,bug,electric,battery,,,,,57,82,95,55,75,36,400
738,738_0,vikavolt,vikavolt,bug,electric,levitate,,,,,77,70,90,145,75,43,500
739,739_0,crabrawler,crabrawler,fighting,,hyper cutter,iron fist,anger point,,,47,82,57,42,47,63,338
740,740_0,crabominable,crabominable,fighting,ice,hyper cutter,iron fist,anger point,,,97,132,77,62,67,43,478
741,741_0,oricorio,oricorio,fire,flying,dancer,,,,,75,70,70,98,70,93,476
741,741_1,oricorio,oricorio-pom-pom,electric,flying,dancer,,,,,75,70,70,98,70,93,476
741,741_2,oricorio,oricorio-pa'u,psychic,flying,dancer,,,,,75,70,70,98,70,93,476
741,741_3,oricorio,oricorio-sensu,ghost,flying,dancer,,,,,75,70,70,98,70,93,476
742,742_0,cutiefly,cutiefly,bug,fairy,honey gather,shield dust,sweet veil,,,40,45,40,55,40,84,304
743,743_0,ribombee,ribombee,bug,fairy,honey gather,shield dust,sweet veil,,,60,55,60,95,70,124,464
744,744_0,rockruff,rockruff,rock,,keen eye,vital spirit,steadfast,,,45,65,40,30,40,60,280
745,745_0,lycanroc,lycanroc,rock,,keen eye,sand rush,steadfast,,,75,115,65,55,65,112,487
745,745_1,lycanroc,lycanroc-midnight,rock,,keen eye,vital spirit,no guard,,,85,115,75,55,75,82,487
745,745_2,lycanroc,lycanroc-dusk,rock,,tough claws,,,,,75,117,65,55,65,110,487
746,746_0,wishiwashi,wishiwashi,water,,schooling,,,,,45,20,20,25,25,40,175
746,746_1,wishiwashi,wishiwashi-school,water,,schooling,,,,,45,140,130,140,135,30,620
747,747_0,mareanie,mareanie,poison,water,merciless,limber,regenerator,,,50,53,62,43,52,45,305
748,748_0,toxapex,toxapex,poison,water,merciless,limber,regenerator,,,50,63,152,53,142,35,495
749,749_0,mudbray,mudbray,ground,,own tempo,stamina,inner focus,,,70,100,70,45,55,45,385
750,750_0,mudsdale,mudsdale,ground,,own tempo,stamina,inner focus,,,100,125,100,55,85,35,500
751,751_0,dewpider,dewpider,water,bug,water bubble,,water absorb,,,38,40,52,40,72,27,269
752,752_0,araquanid,araquanid,water,bug,water bubble,,water absorb,,,68,70,92,50,132,42,454
753,753_0,fomantis,fomantis,grass,,leaf guard,,contrary,,,40,55,35,50,35,35,250
754,754_0,lurantis,lurantis,grass,,leaf guard,,contrary,,,70,105,90,80,90,45,480
755,755_0,morelull,morelull,grass,fairy,illuminate,effect spore,rain dish,,,40,35,55,65,75,15,285
756,756_0,shiinotic,shiinotic,grass,fairy,illuminate,effect spore,rain dish,,,60,45,80,90,100,30,405
757,757_0,salandit,salandit,poison,fire,corrosion,,oblivious,,,48,44,40,71,40,77,320
758,758_0,salazzle,salazzle,poison,fire,corrosion,,oblivious,,,68,64,60,111,60,117,480
759,759_0,stufful,stufful,normal,fighting,fluffy,klutz,cute charm,,,70,75,50,45,50,50,340
760,760_0,bewear,bewear,normal,fighting,fluffy,klutz,unnerve,,,120,125,80,55,60,60,500
761,761_0,bounsweet,bounsweet,grass,,leaf guard,oblivious,sweet veil,,,42,30,38,30,38,32,210
762,762_0,steenee,steenee,grass,,leaf guard,oblivious,sweet veil,,,52,40,48,40,48,62,290
763,763_0,tsareena,tsareena,grass,,leaf guard,queenly majesty,sweet veil,,,72,120,98,50,98,72,510
764,764_0,comfey,comfey,fairy,,flower veil,triage,natural cure,,,51,52,90,82,110,100,485
765,765_0,oranguru,oranguru,normal,psychic,inner focus,telepathy,symbiosis,,,90,60,80,90,110,60,490
766,766_0,passimian,passimian,fighting,,receiver,,defiant,,,100,120,90,40,60,80,490
767,767_0,wimpod,wimpod,bug,water,wimp out,,,,,25,35,40,20,30,80,230
768,768_0,golisopod,golisopod,bug,water,emergency exit,,,,,75,125,140,60,90,40,530
769,769_0,sandygast,sandygast,ghost,ground,water compaction,,sand veil,,,55,55,80,70,45,15,320
770,770_0,palossand,palossand,ghost,ground,water compaction,,sand veil,,,85,75,110,100,75,35,480
771,771_0,pyukumuku,pyukumuku,water,,innards out,,unaware,,,55,60,130,30,130,5,410
772,772_0,type:null,type:null,normal,,battle armor,,,,,95,95,95,95,95,59,534
773,773_0,silvally,silvally,normal,,rks system,,,,,95,95,95,95,95,95,570
773,773_0,silvally,silvally-fire,fire,,rks system,,,,,95,95,95,95,95,95,570
773,773_1,silvally,silvally-water,water,,rks system,,,,,95,95,95,95,95,95,570
773,773_2,silvally,silvally-electric,electric,,rks system,,,,,95,95,95,95,95,95,570
773,773_3,silvally,silvally-grass,grass,,rks system,,,,,95,95,95,95,95,95,570
773,773_4,silvally,silvally-ice,ice,,rks system,,,,,95,95,95,95,95,95,570
773,773_5,silvally,silvally-fighting,fighting,,rks system,,,,,95,95,95,95,95,95,570
773,773_6,silvally,silvally-poison,poison,,rks system,,,,,95,95,95,95,95,95,570
773,773_7,silvally,silvally-ground,ground,,rks system,,,,,95,95,95,95,95,95,570
773,773_8,silvally,silvally-flying,flying,,rks system,,,,,95,95,95,95,95,95,570
773,773_9,silvally,silvally-psychic,psychic,,rks system,,,,,95,95,95,95,95,95,570
773,773_10,silvally,silvally-bug,bug,,rks system,,,,,95,95,95,95,95,95,570
773,773_11,silvally,silvally-rock,rock,,rks system,,,,,95,95,95,95,95,95,570
773,773_12,silvally,silvally-ghost,ghost,,rks system,,,,,95,95,95,95,95,95,570
773,773_13,silvally,silvally-dragon,dragon,,rks system,,,,,95,95,95,95,95,95,570
773,773_14,silvally,silvally-dark,dark,,rks system,,,,,95,95,95,95,95,95,570
773,773_15,silvally,silvally-steel,steel,,rks system,,,,,95,95,95,95,95,95,570
773,773_16,silvally,silvally-fairy,fairy,,rks system,,,,,95,95,95,95,95,95,570
774,774_0,minior,minior-meteor,rock,flying,shields down,,,,,60,60,100,60,100,60,440
774,774_1,minior,minior,rock,flying,shields down,,,,,60,100,60,100,60,120,500
775,775_0,komala,komala,normal,,comatose,,,,,65,115,65,75,95,65,480
776,776_0,turtonator,turtonator,fire,dragon,shell armor,,,,,60,78,135,91,85,36,485
777,777_0,togedemaru,togedemaru,electric,steel,iron barbs,lightning rod,sturdy,,,65,98,63,40,73,96,435
778,778_0,mimikyu,mimikyu,ghost,fairy,disguise,,,,,55,90,80,50,105,96,476
778,778_0,mimikyu,mimikyu-busted,ghost,fairy,disguise,,,,,55,90,80,50,105,96,476
779,779_0,bruxish,bruxish,water,psychic,dazzling,strong jaw,wonder skin,,,68,105,70,70,70,92,475
780,780_0,drampa,drampa,normal,dragon,berserk,sap sipper,cloud nine,,,78,60,85,135,91,36,485
781,781_0,dhelmise,dhelmise,ghost,grass,steelworker,,,,,70,131,100,86,90,40,517
782,782_0,jangmo-o,jangmo-o,dragon,,bulletproof,soundproof,overcoat,,,45,55,65,45,45,45,300
783,783_0,hakamo-o,hakamo-o,dragon,fighting,bulletproof,soundproof,overcoat,,,55,75,90,65,70,65,420
784,784_0,kommo-o,kommo-o,dragon,fighting,bulletproof,soundproof,overcoat,,,75,110,125,100,105,85,600
785,785_0,tapukoko,tapukoko,electric,fairy,electric surge,,telepathy,,,70,115,85,95,75,130,570
786,786_0,tapulele,tapulele,psychic,fairy,psychic surge,,telepathy,,,70,85,75,130,115,95,570
787,787_0,tapubulu,tapubulu,grass,fairy,grassy surge,,telepathy,,,70,130,115,85,95,75,570
788,788_0,tapufini,tapufini,water,fairy,misty surge,,telepathy,,,70,75,115,95,130,85,570
789,789_0,cosmog,cosmog,psychic,,unaware,,,,,43,29,31,29,31,37,200
790,790_0,cosmoem,cosmoem,psychic,,sturdy,,,,,43,29,131,29,131,37,400
791,791_0,solgaleo,solgaleo,psychic,steel,full metal body,,,,,137,137,107,113,89,97,680
792,792_0,lunala,lunala,psychic,ghost,shadow shield,,,,,137,113,89,137,107,97,680
793,793_0,nihilego,nihilego,rock,poison,beast boost,,,,,109,53,47,127,131,103,570
794,794_0,buzzwole,buzzwole,bug,fighting,beast boost,,,,,107,139,139,53,53,79,570
795,795_0,pheromosa,pheromosa,bug,fighting,beast boost,,,,,71,137,37,137,37,151,570
796,796_0,xurkitree,xurkitree,electric,,beast boost,,,,,83,89,71,173,71,83,570
797,797_0,celesteela,celesteela,steel,flying,beast boost,,,,,97,101,103,107,101,61,570
798,798_0,kartana,kartana,grass,steel,beast boost,,,,,59,181,131,59,31,109,570
799,799_0,guzzlord,guzzlord,dark,dragon,beast boost,,,,,223,101,53,97,53,43,570
800,800_0,necrozma,necrozma,psychic,,prism armor,,,,,97,107,101,127,89,79,600
800,800_1,necrozma,necrozma-dusk-mane,psychic,steel,prism armor,,,,,97,157,127,113,109,77,680
800,800_2,necrozma,necrozma-dawn-wings,psychic,ghost,prism armor,,,,,97,113,109,157,127,77,680
800,800_3,necrozma,necrozma-ultra,psychic,dragon,neuroforce,,,,,97,167,97,167,97,129,754
801,801_0,magearna,magearna,steel,fairy,soul-heart,,,,,80,95,115,130,115,65,600
802,802_0,marshadow,marshadow,fighting,ghost,technician,,,,,90,125,80,90,90,125,600
803,803_0,poipole,poipole,poison,,beast boost,,,,,67,73,67,73,67,73,420
804,804_0,naganadel,naganadel,poison,dragon,beast boost,,,,,73,73,73,127,73,121,540
805,805_0,stakataka,stakataka,rock,steel,beast boost,,,,,61,131,211,53,101,13,570
806,806_0,blacephalon,blacephalon,fire,ghost,beast boost,,,,,53,127,53,151,79,107,570
807,807_0,zeraora,zeraora,electric,,volt absorb,,,,,88,112,75,102,80,143,600
808,808_0,meltan,meltan,steel,,magnet pull,,,,,46,65,65,55,35,34,300
809,809_0,melmetal,melmetal,steel,,iron fist,,,,,135,143,143,80,65,34,600
810,810_0,grookey,grookey,grass,,overgrow,,grassy surge,,,50,65,50,40,40,65,310
811,811_0,thwackey,thwackey,grass,,overgrow,,grassy surge,,,70,85,70,55,60,80,420
812,812_0,rillaboom,rillaboom,grass,,overgrow,,grassy surge,,,100,125,90,60,70,85,530
813,813_0,scorbunny,scorbunny,fire,,blaze,,libero,,,50,71,40,40,40,69,310
814,814_0,raboot,raboot,fire,,blaze,,libero,,,65,86,60,55,60,94,420
815,815_0,cinderace,cinderace,fire,,blaze,,libero,,,80,116,75,65,75,119,530
816,816_0,sobble,sobble,water,,torrent,,sniper,,,50,40,40,70,40,70,310
817,817_0,drizzile,drizzile,water,,torrent,,sniper,,,65,60,55,95,55,90,420
818,818_0,inteleon,inteleon,water,,torrent,,sniper,,,70,85,65,125,65,120,530
819,819_0,skwovet,skwovet,normal,,cheek pouch,,gluttony,,,70,55,55,35,35,25,275
820,820_0,greedent,greedent,normal,,cheek pouch,,gluttony,,,120,95,95,55,75,20,460
821,821_0,rookidee,rookidee,flying,,keen eye,unnerve,big pecks,,,38,47,35,33,35,57,245
822,822_0,corvisquire,corvisquire,flying,,keen eye,unnerve,big pecks,,,68,67,55,43,55,77,365
823,823_0,corviknight,corviknight,flying,steel,pressure,unnerve,mirror armor,,,98,87,105,53,85,67,495
824,824_0,blipbug,blipbug,bug,,swarm,compound eyes,telepathy,,,25,20,20,25,45,45,180
825,825_0,dottler,dottler,bug,psychic,swarm,compound eyes,telepathy,,,50,35,80,50,90,30,335
826,826_0,orbeetle,orbeetle,bug,psychic,swarm,frisk,telepathy,,,60,45,110,80,120,90,505
827,827_0,nickit,nickit,dark,,run away,unburden,stakeout,,,40,28,28,47,52,50,245
828,828_0,thievul,thievul,dark,,run away,unburden,stakeout,,,70,58,58,87,92,90,455
829,829_0,gossifleur,gossifleur,grass,,cotton down,regenerator,effect spore,,,40,40,60,40,60,10,250
830,830_0,eldegoss,eldegoss,grass,,cotton down,regenerator,effect spore,,,60,50,90,80,120,60,460
831,831_0,wooloo,wooloo,normal,,fluffy,run away,bulletproof,,,42,40,55,40,45,48,270
832,832_0,dubwool,dubwool,normal,,fluffy,steadfast,bulletproof,,,72,80,100,60,90,88,490
833,833_0,chewtle,chewtle,water,,strong jaw,shell armor,swift swim,,,50,64,50,38,38,44,284
834,834_0,drednaw,drednaw,water,rock,strong jaw,shell armor,swift swim,,,90,115,90,48,68,74,485
835,835_0,yamper,yamper,electric,,ball fetch,,rattled,,,59,45,50,40,50,26,270
836,836_0,boltund,boltund,electric,,strong jaw,,competitive,,,69,90,60,90,60,121,490
837,837_0,rolycoly,rolycoly,rock,,steam engine,heatproof,flash fire,,,30,40,50,40,50,30,240
838,838_0,carkol,carkol,rock,fire,steam engine,flame body,flash fire,,,80,60,90,60,70,50,410
839,839_0,coalossal,coalossal,rock,fire,steam engine,flame body,flash fire,,,110,80,120,80,90,30,510
840,840_0,applin,applin,grass,dragon,ripen,gluttony,bulletproof,,,40,40,80,40,40,20,260
841,841_0,flapple,flapple,grass,dragon,ripen,gluttony,hustle,,,70,110,80,95,60,70,485
842,842_0,appletun,appletun,grass,dragon,ripen,gluttony,thick fat,,,110,85,80,100,80,30,485
843,843_0,silicobra,silicobra,ground,,sand spit,shed skin,sand veil,,,52,57,75,35,50,46,315
844,844_0,sandaconda,sandaconda,ground,,sand spit,shed skin,sand veil,,,72,107,125,65,70,71,510
845,845_0,cramorant,cramorant,flying,water,gulp missile,,,,,70,85,55,85,95,85,475
845,845_0,cramorant,cramorant-gorging,flying,water,gulp missile,,,,,70,85,55,85,95,85,475
845,845_0,cramorant,cramorant-gulping,flying,water,gulp missile,,,,,70,85,55,85,95,85,475
846,846_0,arrokuda,arrokuda,water,,swift swim,,propeller tail,,,41,63,40,40,30,66,280
847,847_0,barraskewda,barraskewda,water,,swift swim,,propeller tail,,,61,123,60,60,50,136,490
848,848_0,toxel,toxel,electric,poison,rattled,static,klutz,,,40,38,35,54,35,40,242
849,849_0,toxtricity,toxtricity,electric,poison,punk rock,plus,technician,,,75,98,70,114,70,75,502
850,850_0,sizzlipede,sizzlipede,fire,bug,flash fire,white smoke,flame body,,,50,65,45,50,50,45,305
851,851_0,centiskorch,centiskorch,fire,bug,flash fire,white smoke,flame body,,,100,115,65,90,90,65,525
852,852_0,clobbopus,clobbopus,fighting,,limber,,technician,,,50,68,60,50,50,32,310
853,853_0,grapploct,grapploct,fighting,,limber,,technician,,,80,118,90,70,80,42,480
854,854_0,sinistea,sinistea,ghost,,weak armor,,cursed body,,,40,45,45,74,54,50,308
855,855_0,polteageist,polteageist,ghost,,weak armor,,cursed body,,,60,65,65,134,114,70,508
856,856_0,hatenna,hatenna,psychic,,healer,anticipation,magic bounce,,,42,30,45,56,53,39,265
857,857_0,hattrem,hattrem,psychic,,healer,anticipation,magic bounce,,,57,40,65,86,73,49,370
858,858_0,hatterene,hatterene,psychic,fairy,healer,anticipation,magic bounce,,,57,90,95,136,103,29,510
859,859_0,impidimp,impidimp,dark,fairy,prankster,frisk,pickpocket,,,45,45,30,55,40,50,265
860,860_0,morgrem,morgrem,dark,fairy,prankster,frisk,pickpocket,,,65,60,45,75,55,70,370
861,861_0,grimmsnarl,grimmsnarl,dark,fairy,prankster,frisk,pickpocket,,,95,120,65,95,75,60,510
862,862_0,obstagoon,obstagoon,dark,normal,reckless,guts,defiant,,,93,90,101,60,81,95,520
863,863_0,perrserker,perrserker,steel,,battle armor,tough claws,steely spirit,,,70,110,100,50,60,50,440
864,864_0,cursola,cursola,ghost,,weak armor,,perish body,,,60,95,50,145,130,30,510
865,865_0,sirfetch'd,sirfetch'd,fighting,,steadfast,,scrappy,,,62,135,95,68,82,65,507
866,866_0,mr.rime,mr.rime,ice,psychic,tangled feet,screen cleaner,ice body,,,80,85,75,110,100,70,520
867,867_0,runerigus,runerigus,ground,ghost,wandering spirit,,,,,58,95,145,50,105,30,483
868,868_0,milcery,milcery,fairy,,sweet veil,,aroma veil,,,45,40,40,50,61,34,270
869,869_0,alcremie,alcremie,fairy,,sweet veil,,aroma veil,,,65,60,75,110,121,64,495
870,870_0,falinks,falinks,fighting,,battle armor,,defiant,,,65,100,100,70,60,75,470
871,871_0,pincurchin,pincurchin,electric,,lightning rod,,electric surge,,,48,101,95,91,85,15,435
872,872_0,snom,snom,ice,bug,shield dust,,ice scales,,,30,25,35,45,30,20,185
873,873_0,frosmoth,frosmoth,ice,bug,shield dust,,ice scales,,,70,65,60,125,90,65,475
874,874_0,stonjourner,stonjourner,rock,,power spot,,,,,100,125,135,20,20,70,470
875,875_0,eiscue,eiscue,ice,,ice face,,,,,75,80,110,65,90,50,470
875,875_1,eiscue,eiscue-noice,ice,,ice face,,,,,75,80,70,65,50,130,470
876,876_0,indeedee,indeedee,psychic,normal,inner focus,synchronize,psychic surge,,,60,65,55,105,95,95,475
876,876_1,indeedee,indeedee-f,psychic,normal,own tempo,synchronize,psychic surge,,,70,55,65,95,105,85,475
877,877_0,morpeko,morpeko,electric,dark,hunger switch,,,,,58,95,58,70,58,97,436
877,877_1,morpeko,morpeko-hangry,electric,dark,hunger switch,,,,,58,95,58,70,58,97,436
878,878_0,cufant,cufant,steel,,sheer force,,heavy metal,,,72,80,49,40,49,40,330
879,879_0,copperajah,copperajah,steel,,sheer force,,heavy metal,,,122,130,69,80,69,30,500
880,880_0,dracozolt,dracozolt,electric,dragon,volt absorb,hustle,sand rush,,,90,100,90,80,70,75,505
881,881_0,arctozolt,arctozolt,electric,ice,volt absorb,static,slush rush,,,90,100,90,90,80,55,505
882,882_0,dracovish,dracovish,water,dragon,water absorb,strong jaw,sand rush,,,90,90,100,70,80,75,505
883,883_0,arctovish,arctovish,water,ice,water absorb,ice body,slush rush,,,90,90,100,80,90,55,505
884,884_0,duraludon,duraludon,steel,dragon,light metal,heavy metal,stalwart,,,70,95,115,120,50,85,535
885,885_0,dreepy,dreepy,dragon,ghost,clear body,infiltrator,cursed body,,,28,60,30,40,30,82,270
886,886_0,drakloak,drakloak,dragon,ghost,clear body,infiltrator,cursed body,,,68,80,50,60,50,102,410
887,887_0,dragapult,dragapult,dragon,ghost,clear body,infiltrator,cursed body,,,88,120,75,100,75,142,600
888,888_0,zacian,zacian,fairy,,intrepid sword,,,,,92,120,115,80,115,138,660
888,888_1,zacian,zacian-crowned,fairy,steel,intrepid sword,,,,,92,150,115,80,115,148,700
889,889_0,zamazenta,zamazenta,fighting,,dauntless shield,,,,,92,120,115,80,115,138,660
889,889_1,zamazenta,zamazenta-crowned,fighting,steel,dauntless shield,,,,,92,120,140,80,140,128,700
890,890_0,eternatus,eternatus,poison,dragon,pressure,,,,,140,85,95,145,95,130,690
890,890_1,eternatus,eternamax eternatus,poison,dragon,pressure,,,,,255,115,250,125,250,130,1125
891,891_0,kubfu,kubfu,fighting,,inner focus,,no guard,,,60,90,60,53,50,72,385
892,892_0,urshifu,urshifu,fighting,dark,unseen fist,,,,,100,130,100,63,60,97,550
892,892_1,urshifu,urshifu-rapid-strike,fighting,water,unseen fist,,,,,100,130,100,63,60,97,550
893,893_0,zarude,zarude,dark,grass,leaf guard,,,,,105,120,105,70,95,105,600
893,893_0,zarude,zarude-dada,dark,grass,leaf guard,,,,,105,120,105,70,95,105,600
894,894_0,regieleki,regieleki,electric,,transistor,,,,,80,100,50,100,50,200,580
895,895_0,regidrago,regidrago,dragon,,dragon's maw,,,,,200,100,50,100,50,80,580
896,896_0,glastrier,glastrier,ice,,chilling neigh,,,,,100,145,130,65,110,30,580
897,897_0,spectrier,spectrier,ghost,,grim neigh,,,,,100,65,60,145,80,130,580
898,898_0,calyrex,calyrex,psychic,grass,unnerve,,,,,100,80,80,80,80,80,500
898,898_1,calyrex,calyrex-ice,psychic,ice,as one,,,,,100,165,150,85,130,50,680
898,898_2,calyrex,calyrex-shadow,psychic,ghost,as one,,,,,100,85,80,165,100,150,680
899,899_0,wyrdeer,wyrdeer,normal,psychic,intimidate,frisk,sap sipper,,,103,105,72,105,75,65,525
900,900_0,kleavor,kleavor,bug,rock,swarm,sheer force,sharpness,,,70,130,95,45,75,85,500
901,901_0,ursaluna,ursaluna,ground,normal,guts,bulletproof,unnerve,,,130,140,105,45,80,50,550
902,902_0,basculegion,basculegion,water,ghost,swift swim,adaptability,mold breaker,,,120,112,65,80,75,78,530
902,902_1,basculegion,basculegion-f,water,ghost,swift swim,adaptability,mold breaker,,,120,92,65,100,75,78,530
903,903_0,sneasler,sneasler,fighting,poison,pressure,unburden,poison touch,,,80,130,60,40,80,120,510
904,904_0,overqwil,overqwil,dark,poison,poison point,swift swim,intimidate,,,85,115,95,65,65,85,510
905,905_0,enamorus,enamorus,fairy,flying,cute charm,,contrary,,,74,115,70,135,80,106,580
905,905_1,enamorus,enamorus-therian,fairy,flying,overcoat,,,,,74,115,110,135,100,46,580
906,906_0,sprigatito,sprigatito,grass,,overgrow,,protean,,,40,61,54,45,45,65,310
907,907_0,floragato,floragato,grass,,overgrow,,protean,,,61,80,63,60,63,83,410
908,908_0,meowscarada,meowscarada,grass,dark,overgrow,,protean,,,76,110,70,81,70,123,530
909,909_0,fuecoco,fuecoco,fire,,blaze,,unaware,,,67,45,59,63,40,36,310
910,910_0,crocalor,crocalor,fire,,blaze,,unaware,,,81,55,78,90,58,49,411
911,911_0,skeledirge,skeledirge,fire,ghost,blaze,,unaware,,,104,75,100,110,75,66,530
912,912_0,quaxly,quaxly,water,,torrent,,moxie,,,55,65,45,50,45,50,310
913,913_0,quaxwell,quaxwell,water,,torrent,,moxie,,,70,85,65,65,60,65,410
914,914_0,quaquaval,quaquaval,water,fighting,torrent,,moxie,,,85,120,80,85,75,85,530
915,915_0,lechonk,lechonk,normal,,aroma veil,gluttony,thick fat,,,54,45,40,35,45,35,254
916,916_0,oinkologne,oinkologne,normal,,lingering aroma,gluttony,thick fat,,,110,100,75,59,80,65,489
916,916_1,oinkologne,oinkologne-f,normal,,aroma veil,gluttony,thick fat,,,115,90,70,59,90,65,489
917,917_0,tarountula,tarountula,bug,,insomnia,,stakeout,,,35,41,45,29,40,20,210
918,918_0,spidops,spidops,bug,,insomnia,,stakeout,,,60,79,92,52,86,35,404
919,919_0,nymble,nymble,bug,,swarm,,tinted lens,,,33,46,40,21,25,45,210
